,Detection Date,Latitude,Longitude,Lab Status,Detection Num,labels,Detection Normal
27,2020-04-06,47.156028000000006,-123.01336599999999,Negative ID,737521.0,0,-0.21049985744641636
28,2020-04-06,47.370776,-120.13876599999999,Unverified,737521.0,3,-0.21049985744641636
29,2020-04-07,47.62986,-120.68945,Negative ID,737522.0,0,-0.20751971955434137
30,2019-06-16,47.766765,-122.55273500000001,Negative ID,737226.0,0,-1.0896405356085364
31,2020-04-07,47.179097,-122.23531399999999,Unverified,737522.0,3,-0.20751971955434137
32,2018-07-20,47.701215999999995,-120.195674,Unverified,736895.0,3,-2.0760661778853557
33,2020-04-05,47.296898,-119.50032900000001,Unverified,737520.0,3,-0.21347999533849135
34,2019-07-28,45.710268,-120.696372,Unverified,737268.0,3,-0.9644747441413871
35,2019-12-22,47.77475,-122.213725,Unverified,737415.0,3,-0.5263944740063646
36,2020-04-07,47.322990000000004,-122.310432,Unverified,737522.0,3,-0.20751971955434137
37,2020-04-07,47.637223999999996,-122.700911,Unverified,737522.0,3,-0.20751971955434137
38,2019-09-18,46.900618,-122.27434699999999,Unverified,737320.0,3,-0.809507573753488
39,2019-09-07,47.64322,-122.31986,Unverified,737309.0,3,-0.8422890905663128
40,2018-06-22,47.318978,-119.55748100000001,Unverified,736867.0,3,-2.159510038863455
41,2020-04-07,47.708791,-117.472206,Negative ID,737522.0,0,-0.20751971955434137
42,2019-09-01,47.222440999999996,-122.397369,Unverified,737303.0,3,-0.8601699179187627
43,2019-07-26,47.541072,-120.28201499999999,Unverified,737266.0,3,-0.970435019925537
44,2020-04-07,48.006687,-121.98215800000001,Unverified,737522.0,3,-0.20751971955434137
45,2015-05-03,46.730802000000004,-117.16398400000001,Unverified,735721.0,3,-5.574748063181386
46,2020-04-08,47.941026,-122.235926,Unverified,737523.0,3,-0.2045395816622664
47,2019-07-28,47.73284,-122.17958999999999,Unverified,737268.0,3,-0.9644747441413871
48,2019-07-13,47.221882,-119.99443000000001,Negative ID,737253.0,0,-1.0091768125225118
49,2019-09-12,47.328,-122.58004,Negative ID,737314.0,0,-0.8273884011059379
50,2019-04-20,47.8062,-122.1048,Unverified,737169.0,3,-1.2595083954568105
51,2019-01-20,46.491849,-117.085127,Negative ID,737079.0,0,-1.527720805743559
52,2020-04-08,47.288517999999996,-122.252099,Unverified,737523.0,3,-0.2045395816622664
53,2020-04-08,47.62986,-120.68945,Unverified,737523.0,3,-0.2045395816622664
54,2020-04-07,47.473632,-122.106425,Unverified,737522.0,3,-0.20751971955434137
55,2020-04-03,47.440059000000005,-122.220459,Unverified,737518.0,3,-0.2194402711226413
56,2019-07-08,47.530211,-119.492792,Unverified,737248.0,3,-1.0240775019828867
57,2020-04-07,47.568036,-122.63959799999999,Unverified,737522.0,3,-0.20751971955434137
58,2020-04-06,48.548358,-122.31711000000001,Negative ID,737521.0,0,-0.21049985744641636
59,2018-08-16,46.500337,-117.77493600000001,Unverified,736922.0,3,-1.9956024547993312
60,2020-04-05,48.731977,-122.691497,Unverified,737520.0,3,-0.21347999533849135
61,2018-07-20,46.729428999999996,-120.55686299999999,Negative ID,736895.0,0,-2.0760661778853557
62,2020-04-08,47.513366999999995,-122.389528,Unverified,737523.0,3,-0.2045395816622664
63,2019-08-08,46.535196,-117.084754,Negative ID,737279.0,0,-0.9316932273285623
64,2020-04-09,46.713962,-117.17318600000002,Unverified,737524.0,3,-0.20155944377019142
65,2019-08-24,47.721484999999994,-122.05451799999999,Unverified,737295.0,3,-0.8840110210553626
66,2020-04-09,47.749228,-122.338696,Unverified,737524.0,3,-0.20155944377019142
67,2020-04-09,47.770075,-122.264719,Unverified,737524.0,3,-0.20155944377019142
68,2020-04-09,47.67887,-122.20664,Unverified,737524.0,3,-0.20155944377019142
69,2019-06-20,47.351682000000004,-122.088907,Unverified,737230.0,3,-1.0777199840402365
70,2020-04-09,46.612154,-123.95825,Unverified,737524.0,3,-0.20155944377019142
71,2020-04-09,47.665299,-117.42232,Unverified,737524.0,3,-0.20155944377019142
72,2019-07-06,46.940812,-119.96397900000001,Unverified,737246.0,3,-1.0300377777670366
73,2018-07-14,47.822687,-122.34358799999998,Unverified,736889.0,3,-2.0939470052378057
74,2020-04-09,47.005477,-122.919675,Negative ID,737524.0,0,-0.20155944377019142
75,2019-09-30,48.66002,-123.39676499999999,Unverified,737332.0,3,-0.7737459190485881
76,2019-10-30,47.241065,-122.269603,Unverified,737362.0,3,-0.6843417822863387
77,2020-04-11,47.38077,-122.65212,Unverified,737526.0,3,-0.19559916798604143
78,2020-04-10,46.521513,-117.012612,Unverified,737525.0,3,-0.19857930587811642
79,2020-04-11,48.096743,-120.45873700000001,Unverified,737526.0,3,-0.19559916798604143
80,2020-04-08,47.613333000000004,-122.19203,Unverified,737523.0,3,-0.2045395816622664
81,2020-04-12,48.149809999999995,-123.13306000000001,Negative ID,737527.0,0,-0.19261903009396647
82,2020-04-02,48.291902,-122.521527,Unverified,737517.0,3,-0.2224204090147163
83,2020-04-11,47.859496,-122.26428,Negative ID,737526.0,0,-0.19559916798604143
84,2020-04-12,47.676217,-122.113955,Unverified,737527.0,3,-0.19261903009396647
85,2020-04-10,47.946801,-122.24568899999998,Unverified,737525.0,3,-0.19857930587811642
86,2020-04-11,47.562359,-122.03891399999999,Unverified,737526.0,3,-0.19559916798604143
87,2020-04-13,48.74478,-122.478403,Negative ID,737528.0,0,-0.18963889220189148
88,2020-04-12,47.916729,-124.530363,Unverified,737527.0,3,-0.19261903009396647
89,2020-04-10,47.665515,-122.33873,Negative ID,737525.0,0,-0.19857930587811642
90,2020-04-12,47.669197,-122.28961100000001,Unverified,737527.0,3,-0.19261903009396647
91,2019-08-15,47.243563,-122.34056399999999,Unverified,737286.0,3,-0.9108322620840374
92,2020-03-04,47.634119,-122.646627,Negative ID,737488.0,0,-0.3088444078848908
93,2020-04-06,48.736447,-122.46473,Unverified,737521.0,3,-0.21049985744641636
94,2020-04-14,47.643943,-122.623737,Negative ID,737529.0,0,-0.1866587543098165
95,2020-04-14,48.734703,-122.66819299999999,Unverified,737529.0,3,-0.1866587543098165
96,2020-04-12,47.639437,-122.385481,Unverified,737527.0,3,-0.19261903009396647
97,2017-06-01,48.06114,-122.1769,Unverified,736481.0,3,-3.3098432652043988
98,2020-04-13,48.588408,-122.409922,Negative ID,737528.0,0,-0.18963889220189148
99,2013-08-31,48.653248,-122.850697,Negative ID,735111.0,0,-7.392632177347126
100,2020-04-10,47.152745,-119.367377,Unverified,737525.0,3,-0.19857930587811642
101,2020-04-12,48.03966,-122.7768,Unverified,737527.0,3,-0.19261903009396647
102,2020-04-14,46.25472,-120.84395,Negative ID,737529.0,0,-0.1866587543098165
103,2019-09-08,47.296321999999996,-119.583179,Unverified,737310.0,3,-0.8393089526742378
104,2020-04-13,47.603491999999996,-122.33652,Unverified,737528.0,3,-0.18963889220189148
105,2020-04-15,47.573024,-122.38436899999999,Negative ID,737530.0,0,-0.1836786164177415
106,2020-04-14,47.568535,-122.636847,Unverified,737529.0,3,-0.1866587543098165
107,2020-04-11,48.85324,-122.601104,Negative ID,737526.0,0,-0.19559916798604143
108,2020-04-15,48.530015999999996,-122.39823,Unverified,737530.0,3,-0.1836786164177415
109,2020-04-12,48.578994,-122.342321,Unverified,737527.0,3,-0.19261903009396647
110,2020-04-14,48.734590000000004,-122.46016200000001,Unverified,737529.0,3,-0.1866587543098165
111,2018-07-20,47.319359999999996,-119.55513,Negative ID,736895.0,0,-2.0760661778853557
112,2020-04-15,48.823528,-122.326829,Negative ID,737530.0,0,-0.1836786164177415
113,2020-04-15,48.823521,-122.32683999999999,Negative ID,737530.0,0,-0.1836786164177415
114,2019-08-18,47.345423,-122.082943,Unverified,737289.0,3,-0.9018918484078124
115,2020-04-15,47.00083,-122.87758799999999,Negative ID,737530.0,0,-0.1836786164177415
116,2020-04-14,48.068763,-122.132522,Unverified,737529.0,3,-0.1866587543098165
117,2020-04-16,47.676217,-122.113955,Unverified,737531.0,3,-0.18069847852566653
118,2020-04-17,49.0022,-122.42963999999999,Unverified,737532.0,3,-0.17771834063359154
119,2018-06-19,47.234952,-120.006942,Negative ID,736864.0,0,-2.1684504525396804
120,2020-04-13,48.234784999999995,-122.512932,Negative ID,737528.0,0,-0.18963889220189148
121,2020-04-17,48.723593,-122.46750700000001,Unverified,737532.0,3,-0.17771834063359154
122,2020-04-15,48.93325,-122.72628,Unverified,737530.0,3,-0.1836786164177415
123,2020-04-17,48.786983,-122.46493799999999,Negative ID,737532.0,0,-0.17771834063359154
124,2019-08-25,47.767236,-122.20334199999999,Negative ID,737296.0,0,-0.8810308831632876
125,2020-04-17,47.683201000000004,-117.29034899999999,Unverified,737532.0,3,-0.17771834063359154
126,2020-04-16,47.831406,-122.19266200000001,Unverified,737531.0,3,-0.18069847852566653
127,2020-04-18,48.96192,-122.50711000000001,Unverified,737533.0,3,-0.17473820274151655
128,2020-04-18,48.419990999999996,-122.32786499999999,Negative ID,737533.0,0,-0.17473820274151655
129,2020-04-15,47.192586,-121.972048,Unverified,737530.0,3,-0.1836786164177415
130,2020-04-18,48.874475,-122.58183000000001,Negative ID,737533.0,0,-0.17473820274151655
131,2020-04-16,48.731766,-122.494206,Unverified,737531.0,3,-0.18069847852566653
132,2020-04-18,48.931157,-122.548199,Negative ID,737533.0,0,-0.17473820274151655
133,2020-04-09,48.966840000000005,-122.61586899999999,Unverified,737524.0,3,-0.20155944377019142
134,2020-04-17,48.860105,-122.634026,Unverified,737532.0,3,-0.17771834063359154
135,2020-04-19,47.62986,-120.68945,Negative ID,737534.0,0,-0.1717580648494416
136,2020-04-19,46.585611,-120.4542,Negative ID,737534.0,0,-0.1717580648494416
137,2020-04-19,48.176505999999996,-122.52746200000001,Negative ID,737534.0,0,-0.1717580648494416
138,2020-04-19,48.138159,-122.457098,Negative ID,737534.0,0,-0.1717580648494416
139,2020-04-11,48.563552,-121.411273,Unverified,737526.0,3,-0.19559916798604143
140,2020-04-19,47.612590999999995,-117.361804,Unverified,737534.0,3,-0.1717580648494416
141,2020-04-20,48.852465,-122.599719,Unverified,737535.0,3,-0.1687779269573666
142,2020-04-20,47.864059999999995,-121.96216100000001,Unverified,737535.0,3,-0.1687779269573666
143,2020-04-21,48.13513,-122.46608300000001,Negative ID,737536.0,0,-0.1657977890652916
144,2020-04-21,47.586052,-122.007302,Unverified,737536.0,3,-0.1657977890652916
145,2020-04-21,47.449003000000005,-122.67419199999999,Unverified,737536.0,3,-0.1657977890652916
146,2012-07-19,46.825939,-119.92891499999999,Negative ID,734703.0,0,-8.60852843731372
147,2020-04-23,47.607667,-122.31290200000001,Negative ID,737538.0,0,-0.15983751328114165
148,2020-04-23,48.08848,-123.162659,Negative ID,737538.0,0,-0.15983751328114165
149,2016-07-14,46.655829,-118.8614,Unverified,736159.0,3,-4.269447666452543
150,2020-04-24,45.735789000000004,-122.645845,Unverified,737539.0,3,-0.15685737538906666
151,2020-04-24,47.172483,-122.285568,Negative ID,737539.0,0,-0.15685737538906666
152,2020-04-21,48.920181,-122.56221399999998,Unverified,737536.0,3,-0.1657977890652916
153,2020-04-24,47.70145,-117.15638,Negative ID,737539.0,0,-0.15685737538906666
154,2020-04-14,48.728709,-122.49585800000001,Unverified,737529.0,3,-0.1866587543098165
155,2020-04-26,45.735873,-122.64562099999999,Unverified,737541.0,3,-0.1508970996049167
156,2020-04-26,48.832409999999996,-122.5931,Negative ID,737541.0,0,-0.1508970996049167
157,2020-04-26,47.024366,-122.81166499999999,Negative ID,737541.0,0,-0.1508970996049167
158,2020-04-27,48.763386,-122.499319,Unverified,737542.0,3,-0.14791696171284172
159,2020-04-28,47.640611,-122.519654,Unverified,737543.0,3,-0.14493682382076672
160,2020-04-28,46.794961,-122.869575,Unverified,737543.0,3,-0.14493682382076672
161,2020-04-29,48.960483,-122.45818600000001,Unverified,737544.0,3,-0.14195668592869173
162,2020-04-27,47.82428,-122.87872800000001,Unverified,737542.0,3,-0.14791696171284172
163,2020-04-30,48.939921000000005,-122.464611,Unverified,737545.0,3,-0.13897654803661677
164,2020-04-30,48.939921000000005,-122.464611,Unverified,737545.0,3,-0.13897654803661677
165,2020-05-01,46.632813,-122.97150900000001,Negative ID,737546.0,0,-0.13599641014454178
166,2020-04-30,47.217414,-122.447846,Unverified,737545.0,3,-0.13897654803661677
167,2020-05-01,47.014371999999995,-122.81436200000002,Negative ID,737546.0,0,-0.13599641014454178
168,2017-09-20,47.976383,-122.3674,Unverified,736592.0,3,-2.9790479591840757
169,2020-05-01,48.697390000000006,-122.30993000000001,Unverified,737546.0,3,-0.13599641014454178
170,2019-08-01,47.725219,-122.04440600000001,Unverified,737272.0,3,-0.9525541925730872
171,2010-02-20,47.780823999999996,-120.02207299999999,Negative ID,733823.0,0,-11.231049782339705
172,2020-05-01,47.6743,-117.297248,Unverified,737546.0,3,-0.13599641014454178
173,2020-04-27,48.888901000000004,-122.466274,Unverified,737542.0,3,-0.14791696171284172
174,2019-08-02,47.267176,-122.466823,Unverified,737273.0,3,-0.9495740546810122
175,2012-08-01,48.785579999999996,-122.96302,Unverified,734716.0,3,-8.569786644716745
176,2020-05-02,48.424824,-122.29088200000001,Unverified,737547.0,3,-0.1330162722524668
177,2020-04-29,47.010402,-122.85761200000002,Unverified,737544.0,3,-0.14195668592869173
178,2020-04-29,47.010402,-122.85761200000002,Unverified,737544.0,3,-0.14195668592869173
179,2020-05-02,47.010359,-122.857551,Unverified,737547.0,3,-0.1330162722524668
180,2020-05-02,47.010366,-122.85798100000001,Negative ID,737547.0,0,-0.1330162722524668
181,2019-07-24,47.373461999999996,-120.141581,Negative ID,737264.0,0,-0.9763952957096871
182,2020-04-29,47.44883,-122.45726,Unverified,737544.0,3,-0.14195668592869173
183,2019-08-04,46.596612,-120.446389,Unverified,737275.0,3,-0.9436137788968623
184,2019-06-26,47.185779,-122.51243899999999,Unverified,737236.0,3,-1.0598391566877865
185,2020-05-02,46.036705,-118.38932700000001,Unverified,737547.0,3,-0.1330162722524668
186,2019-09-12,47.896731,-122.323499,Unverified,737314.0,3,-0.8273884011059379
187,2020-04-25,48.584053000000004,-122.232279,Negative ID,737540.0,0,-0.15387723749699167
188,2019-08-25,47.577932000000004,-122.61399899999999,Unverified,737296.0,3,-0.8810308831632876
189,2020-03-21,48.725173999999996,-122.50314099999999,Unverified,737505.0,3,-0.2581820637196161
190,2019-09-01,47.27375,-122.65106999999999,Unverified,737303.0,3,-0.8601699179187627
191,2020-05-03,47.580455,-122.389276,Unverified,737548.0,3,-0.13003613436039183
192,2020-05-03,45.654907,-122.689871,Unverified,737548.0,3,-0.13003613436039183
193,2012-06-08,48.359235,-119.689198,Unverified,734662.0,3,-8.730714090888794
194,2020-04-30,47.74937,-122.29647,Unverified,737545.0,3,-0.13897654803661677
195,2020-05-03,47.167341,-122.596678,Negative ID,737548.0,0,-0.13003613436039183
196,2019-08-11,47.763622999999995,-122.54114299999999,Negative ID,737282.0,0,-0.9227528136523373
197,2020-05-02,47.767266,-122.29545900000001,Unverified,737547.0,3,-0.1330162722524668
198,2019-11-26,47.46499,-122.2869,Unverified,737389.0,3,-0.6038780592003141
199,2020-05-01,48.279102,-121.75331399999999,Unverified,737546.0,3,-0.13599641014454178
200,2020-05-03,47.753368,-122.584119,Unverified,737548.0,3,-0.13003613436039183
201,2019-05-20,47.59787,-122.62958,Negative ID,737199.0,0,-1.170104258694561
202,2019-01-20,46.204805,-119.769015,Unverified,737079.0,3,-1.527720805743559
203,2020-05-02,47.690709000000005,-117.281745,Unverified,737547.0,3,-0.1330162722524668
204,2018-05-26,48.152056,-117.260089,Negative ID,736840.0,0,-2.23997376194948
205,2020-04-30,47.657858000000004,-117.421155,Unverified,737545.0,3,-0.13897654803661677
206,2020-05-02,47.429122,-117.82230700000001,Unverified,737547.0,3,-0.1330162722524668
207,2019-06-12,47.896877,-122.323582,Unverified,737222.0,3,-1.1015610871768364
208,2020-05-02,47.712536,-117.594146,Unverified,737547.0,3,-0.1330162722524668
209,2019-07-10,46.579221000000004,-119.00558799999999,Negative ID,737250.0,0,-1.0181172261987368
210,2020-05-01,47.744827,-117.383439,Unverified,737546.0,3,-0.13599641014454178
211,2019-08-01,46.984884,-120.531094,Unverified,737272.0,3,-0.9525541925730872
212,2020-05-02,47.960947,-117.592851,Unverified,737547.0,3,-0.1330162722524668
213,2020-04-27,46.192640999999995,-119.182298,Unverified,737542.0,3,-0.14791696171284172
214,2011-09-25,46.29823,-124.07737,Unverified,734405.0,3,-9.496609529152064
215,2019-06-21,48.1496,-119.77131599999998,Unverified,737231.0,3,-1.0747398461481614
216,2020-05-01,45.66274,-122.589074,Unverified,737546.0,3,-0.13599641014454178
217,2020-04-28,47.668346,-122.32773,Unverified,737543.0,3,-0.14493682382076672
218,2019-08-19,47.756278,-122.21683300000001,Negative ID,737290.0,0,-0.8989117105157375
219,2020-05-03,48.759254999999996,-122.486796,Unverified,737548.0,3,-0.13003613436039183
220,2020-04-28,46.205025,-119.21479199999999,Unverified,737543.0,3,-0.14493682382076672
221,2020-05-02,47.362815000000005,-122.073153,Unverified,737547.0,3,-0.1330162722524668
222,2020-05-01,47.151184,-121.06038500000001,Unverified,737546.0,3,-0.13599641014454178
223,2020-05-01,45.703825,-121.50131499999999,Unverified,737546.0,3,-0.13599641014454178
224,2020-05-03,46.08919,-122.93627,Unverified,737548.0,3,-0.13003613436039183
225,2020-04-26,47.64901,-121.91353000000001,Unverified,737541.0,3,-0.1508970996049167
226,2020-04-22,47.91499,-122.21946399999999,Unverified,737537.0,3,-0.16281765117321662
227,2018-08-06,45.760272,-122.66241399999998,Unverified,736912.0,3,-2.0254038337200813
228,2020-04-25,48.519334,-121.39795500000001,Unverified,737540.0,3,-0.15387723749699167
229,2020-04-29,47.600574,-117.361508,Unverified,737544.0,3,-0.14195668592869173
230,2019-11-03,47.464119000000004,-122.28526200000002,Unverified,737366.0,3,-0.6724212307180387
231,2019-10-15,47.497675,-122.091131,Unverified,737347.0,3,-0.7290438506674635
232,2020-05-03,47.40808,-123.19668999999999,Unverified,737548.0,3,-0.13003613436039183
233,2020-05-02,47.67517,-117.150466,Unverified,737547.0,3,-0.1330162722524668
234,2020-05-03,47.766318,-122.192073,Unverified,737548.0,3,-0.13003613436039183
235,2020-04-18,47.512438,-122.35716000000001,Unverified,737533.0,3,-0.17473820274151655
236,2020-04-15,47.184025,-122.14685300000001,Unverified,737530.0,3,-0.1836786164177415
237,2020-05-03,47.875187,-117.453106,Negative ID,737548.0,0,-0.13003613436039183
238,2011-01-20,46.733549,-122.95148600000002,Unverified,734157.0,3,-10.23568372638666
239,2020-05-03,47.67176,-122.30735,Negative ID,737548.0,0,-0.13003613436039183
240,2019-06-03,47.930489,-119.018941,Unverified,737213.0,3,-1.1283823282055112
241,2019-08-25,46.212198,-119.29337199999999,Negative ID,737296.0,0,-0.8810308831632876
242,2020-04-29,46.997029,-120.503658,Unverified,737544.0,3,-0.14195668592869173
243,2019-09-20,47.036497,-122.74266999999999,Unverified,737322.0,3,-0.803547297969338
244,2020-04-26,47.635127000000004,-122.387464,Unverified,737541.0,3,-0.1508970996049167
245,1980-05-03,47.72746,-122.17857,Unverified,722938.0,3,-43.6698507375759
246,2019-06-01,47.554623,-122.098662,Negative ID,737211.0,0,-1.1343426039896611
247,2019-03-20,47.372105,-122.46006299999999,Unverified,737138.0,3,-1.351892670111135
248,2020-04-29,47.385843,-121.094613,Unverified,737544.0,3,-0.14195668592869173
249,2020-04-24,47.464698999999996,-120.39256200000001,Unverified,737539.0,3,-0.15685737538906666
250,2020-05-01,47.771543,-117.08108,Unverified,737546.0,3,-0.13599641014454178
251,2020-05-03,47.671510999999995,-117.449275,Unverified,737548.0,3,-0.13003613436039183
252,2020-04-09,47.512482,-122.357321,Unverified,737524.0,3,-0.20155944377019142
253,2020-04-12,48.311344,-122.23068899999998,Unverified,737527.0,3,-0.19261903009396647
254,2020-04-17,47.781506,-122.686947,Negative ID,737532.0,0,-0.17771834063359154
255,2020-05-01,47.607678,-122.169446,Unverified,737546.0,3,-0.13599641014454178
256,2020-05-03,47.506613,-122.357576,Unverified,737548.0,3,-0.13003613436039183
257,2020-05-03,47.479726,-122.30848999999999,Negative ID,737548.0,0,-0.13003613436039183
258,2020-04-26,45.63221,-122.67156000000001,Negative ID,737541.0,0,-0.1508970996049167
259,2019-07-28,47.315424,-119.545603,Negative ID,737268.0,0,-0.9644747441413871
260,2020-05-03,47.628184000000005,-117.403578,Unverified,737548.0,3,-0.13003613436039183
261,2020-05-03,47.076417,-122.312839,Negative ID,737548.0,0,-0.13003613436039183
262,2020-05-02,48.502842,-122.237016,Unverified,737547.0,3,-0.1330162722524668
263,2020-04-30,48.740352,-122.485226,Unverified,737545.0,3,-0.13897654803661677
264,2020-05-03,46.732409999999994,-117.15916999999999,Negative ID,737548.0,0,-0.13003613436039183
265,2019-09-18,48.408405,-122.339303,Unverified,737320.0,3,-0.809507573753488
266,2017-01-20,46.99185,-119.98396000000001,Negative ID,736349.0,0,-3.7032214669582966
267,2020-04-30,46.225242,-119.26740900000001,Unverified,737545.0,3,-0.13897654803661677
268,2020-05-03,48.189966999999996,-122.624222,Unverified,737548.0,3,-0.13003613436039183
269,2020-03-24,46.292763,-119.145959,Unverified,737508.0,3,-0.24924165004339113
270,2020-05-03,47.449188,-122.687417,Unverified,737548.0,3,-0.13003613436039183
271,2020-05-04,47.568016,-122.021776,Unverified,737549.0,3,-0.12705599646831683
272,2020-03-11,46.978763,-123.898467,Unverified,737495.0,3,-0.2879834426403659
273,2020-05-04,47.635912,-122.70261200000002,Negative ID,737549.0,0,-0.12705599646831683
274,2020-05-02,46.562844,-120.61340200000001,Unverified,737547.0,3,-0.1330162722524668
275,2020-05-04,48.112992,-122.060976,Negative ID,737549.0,0,-0.12705599646831683
276,2018-07-15,46.621715,-117.798804,Negative ID,736890.0,0,-2.0909668673457307
277,2019-07-12,48.93600000000001,-122.74728999999999,Unverified,737252.0,3,-1.0121569504145869
278,2020-05-04,47.511275,-122.18413000000001,Unverified,737549.0,3,-0.12705599646831683
279,2020-05-02,48.990990999999994,-122.261877,Unverified,737547.0,3,-0.1330162722524668
280,2020-05-03,48.069469,-124.012736,Unverified,737548.0,3,-0.13003613436039183
281,2020-05-04,47.570515,-122.23322399999999,Unverified,737549.0,3,-0.12705599646831683
282,2019-07-11,46.417813,-117.033198,Negative ID,737251.0,0,-1.0151370883066617
283,2020-05-01,47.574686,-122.239938,Unverified,737546.0,3,-0.13599641014454178
284,2020-05-02,45.640935999999996,-122.646084,Unverified,737547.0,3,-0.1330162722524668
285,2020-05-01,47.798705,-122.28863600000001,Negative ID,737546.0,0,-0.13599641014454178
286,2015-06-10,46.172385,-122.914926,Unverified,735759.0,3,-5.461502823282537
287,2020-05-03,47.740084,-124.394544,Unverified,737548.0,3,-0.13003613436039183
288,2019-08-01,45.586842,-122.300349,Negative ID,737272.0,0,-0.9525541925730872
289,2020-05-04,47.598319000000004,-122.318173,Negative ID,737549.0,0,-0.12705599646831683
290,2016-07-14,46.731158,-122.94526,Unverified,736159.0,3,-4.269447666452543
291,2020-05-01,47.49348,-121.7831,Unverified,737546.0,3,-0.13599641014454178
292,2019-08-01,47.241486,-122.52316499999999,Unverified,737272.0,3,-0.9525541925730872
293,2019-07-10,47.527698,-122.260323,Unverified,737250.0,3,-1.0181172261987368
294,2019-10-30,48.786349,-122.55063100000001,Unverified,737362.0,3,-0.6843417822863387
295,2019-05-14,47.57816,-122.21238000000001,Unverified,737193.0,3,-1.187985086047011
296,2020-05-03,48.9429,-122.45078999999998,Unverified,737548.0,3,-0.13003613436039183
297,2020-05-01,47.514707,-117.280477,Unverified,737546.0,3,-0.13599641014454178
298,2020-03-29,46.631710999999996,-123.95338999999998,Unverified,737513.0,3,-0.23434096058301623
299,2020-05-02,47.733323999999996,-122.613476,Unverified,737547.0,3,-0.1330162722524668
300,2020-04-17,46.232883,-119.12930300000001,Unverified,737532.0,3,-0.17771834063359154
301,2020-05-01,47.682342999999996,-122.191566,Unverified,737546.0,3,-0.13599641014454178
302,2020-05-03,47.711712,-122.32020700000001,Unverified,737548.0,3,-0.13003613436039183
303,2020-05-02,47.41704,-120.28792,Unverified,737547.0,3,-0.1330162722524668
304,2020-05-01,46.230336,-119.21547199999999,Unverified,737546.0,3,-0.13599641014454178
305,2020-05-02,47.401346000000004,-120.317121,Unverified,737547.0,3,-0.1330162722524668
306,2020-05-01,47.639998,-117.384251,Unverified,737546.0,3,-0.13599641014454178
307,2020-04-22,47.56519,-122.39053500000001,Negative ID,737537.0,0,-0.16281765117321662
308,2020-05-01,47.148975,-122.288307,Unverified,737546.0,3,-0.13599641014454178
309,2020-05-03,46.288194,-119.376493,Unverified,737548.0,3,-0.13003613436039183
310,2019-08-29,48.049262,-122.54083500000002,Unverified,737300.0,3,-0.8691103315949876
311,2016-08-01,48.688964,-122.6433,Unverified,736177.0,3,-4.215805184395194
312,2020-05-04,47.662247,-117.287249,Negative ID,737549.0,0,-0.12705599646831683
313,2020-05-04,47.60357,-122.32945,Unverified,737549.0,3,-0.12705599646831683
314,2020-05-04,46.174378999999995,-123.00672800000001,Unverified,737549.0,3,-0.12705599646831683
315,2019-05-09,47.203856,-124.200461,Negative ID,737188.0,0,-1.2028857755073858
